id,title,country,country_code,region,sub_region,trip_type,trip_type_id,duration_days,best_period_months,best_period_window,budget_tier,budget_low_eur,budget_high_eur,acc_low,acc_high,food_low,food_high,trans_low,trans_high,act_low,act_high,difficulty,fitness_level,basecamps,gateway_airport,gateway_airport_code,currency,languages,tags,lat,lon,coord_precision,verify_flag_count,word_count,source_batch,source_file
no-road-trip-lofoten-e10-fishing-villages-arctic-light,Lofoten E10: Fishing Villages & Arctic Light,Norway,NO,Northern Europe & Baltics,"Lofoten & Vesterålen, Nordland",Road Trips & Scenic Drives,5,7,February|March|June|July|August|September,"Midnight sun roughly 26 May–17 July; late August–September for autumn colour, aurora and half the traffic; February–March for aurora with drivable roads",€€€,2000,3000,140,260,65,100,450,700,120,250,,,Reine|Ballstad|Henningsvær|Svolvær,,,NOK (Norwegian krone),Norwegian|English,,68.15,13.6,source,0,1551,northern-baltics,carta_northern_europe_baltics_trips.md#trip-13
pl-road-trip-eagles-nests,The Eagles' Nests: Limestone Castles from Kraków to the Silesian Coalfield,Poland,PL,Eastern & Southeastern Europe,Kraków–Częstochowa Upland (Jura Krakowsko-Częstochowska) and Upper Silesia,Road Trips & Scenic Drives,5,7,May|June|September,"mid-May to mid-June — long light on white limestone, castles open, Jasna Góra between the big pilgrimages",€€,815,1260,350,560,160,250,230,330,75,120,1,Easy,Kraków|Ojców|Podzamcze|Częstochowa|Katowice,"Kraków–Balice (KRK); SKA1 train to Kraków Główny, 20 PLN, ~20 min. Katowice (KTW) is the alternative, 1 h 20 from Kraków. Rental desks at both airports.",KRK,Polish złoty (PLN),Polish,road-trip|castles|jura|unesco|silesia|limestone|pilgrimage,50.0614,19.9366,city,11,2521,eastern-southeastern,cartaeasterneuropetrips/trips/poland-eagles-nests-road-trip.md
pt-road-trip-n2-serra-estrela,"The N2 Middle: Torre, Schist Villages and the Road South",Portugal,PT,Southern & Mediterranean Europe,"Beira Interior, Serra da Estrela & the Alentejo Guadiana",Road Trips & Scenic Drives,5,7,May|June|September|October,Mid-May–late June & mid-September–late October,€€,950,1500,380,620,200,330,260,420,80,140,2,Moderate,,"OPO Porto — 1 h 30 min to Viseu; LIS Lisbon 2 h 20 min to Viseu; exit from FAO Faro, 1 h 30 min from Mértola",OPO,,,estrada-nacional-2|serra-da-estrela|schist-villages|granite-villages|mountain-pass|electronic-tolls|alentejo|n2-passport,41.1485,-8.611,gateway,0,4220,southern-mediterranean,carta-dataset/trips/road-trip-portugal-n2-serra-estrela.md
ro-road-trip-transfagarasan-transalpina,Two Roads Over the Carpathians: The Transfăgărășan and Transalpina Loop from Sibiu,Romania,RO,Eastern & Southeastern Europe,"Făgăraș & Parâng Mountains, Southern Carpathians",Road Trips & Scenic Drives,5,7,June|July|August|September,"late June to mid-September, when both DN7C and DN67C are certain to be open end to end",€€,755,1230,300,520,140,220,270,400,45,90,3,Moderate,Sibiu|Cârțișoara|Curtea de Argeș|Novaci|Alba Iulia,"Sibiu International (SBZ), 5 km out; Cluj (CLJ) 3 h; Bucharest Otopeni (OTP) 4 h. CFR rail from Brașov 2 h 40.",SBZ,Romanian leu (RON),Romanian|Hungarian|German,road-trip|mountain-passes|transfagarasan|transalpina|castles|carpathians|driving,45.8,24.15,city,6,2209,eastern-southeastern,cartaeasterneuropetrips/trips/romania-transfagarasan-transalpina-road-trip.md
si-road-trip-julian-alps-passes,"Julian Alps Passes: Vršič, Predel & Mangart",Slovenia,SI,Southern & Mediterranean Europe,"Gorenjska & Primorska — Upper Sava, Trenta and the Soča Valley",Road Trips & Scenic Drives,5,7,June|July|September|October,Mid-June–early July & September–early October (all three passes reliably open),€€€,1150,1750,480,760,230,350,330,480,110,180,2,Moderate,,LJU — Ljubljana Jože Pučnik; 62 km / 50 min to Kranjska Gora via A2 and Route 201,LJU,,,road-trip|julian-alps|vrsic-pass|mangart|soca-valley|mountain-passes|triglav-national-park|hairpins|vignette|alpine-driving,46.0511,14.5051,country,0,3106,southern-mediterranean,carta-dataset/trips/road-trip-slovenia-julian-alps-passes.md
sk-road-trip-orava-spis,"Nosferatu to the Silver Town: An Orava, Tatra and Spiš Castle Loop",Slovakia,SK,Eastern & Southeastern Europe,"Orava, the Tatras, Spiš and the Slovak Karst",Road Trips & Scenic Drives,5,7,June|September|October,"the second half of September — clear air over the Orava, castles still open, no Tatra traffic",€€,810,1300,280,490,160,240,290,430,80,140,1,Easy,Oravský Podzámok|Ždiar|Levoča|Banská Štiavnica,Fly Poprad-Tatry (TAT) or Košice (KSC) and rent there; return the car in Bratislava (one-way fee applies). Alternatively start and end in Bratislava and add 340 km to reach Orava.,TAT,Euro (EUR),Slovak,road-trip|castles|unesco|orava|tatras|caves|mountain-passes,48.1482,17.1067,country,11,2323,eastern-southeastern,cartaeasterneuropetrips/trips/slovakia-orava-spis-road-trip.md
ad-hiking-coma-pedrosa-madriu,"Andorra High Route: Comapedrosa, Juclà and the Madriu Valley",Andorra,AD,Southern & Mediterranean Europe,Vall del Madriu-Perafita-Claror & Parc Natural Comunal de les Valls del Comapedrosa,Hiking & Alpine Trekking,6,7,June|July|August|September|October,"Late June–early October, with the staffed refuge window roughly 1 June–12 October",€€,780,1250,300,470,190,300,160,280,130,200,4,Demanding,,"TLS Toulouse-Blagnac, 3 h to La Massana by bus or car; BCN Barcelona 3 h 15 min; LEU Andorra-La Seu d'Urgell 40 min",TLS,,,comapedrosa|madriu-perafita-claror|coronallacs|grp|unesco|refugi|andorra|pyrenees,42.5078,1.5211,country,0,3465,southern-mediterranean,carta-dataset/trips/hiking-andorra-coma-pedrosa-madriu.md
at-hiking-berliner-hoehenweg,The Berliner Höhenweg — Zillertal Alps Hut Chain,Austria,AT,Western & Central Europe,"Zillertal Alps, Tyrol",Hiking & Alpine Trekking,6,7,July|August|September,The Mörchenscharte and Lapenscharte hold old snow into early July; go after mid-July for the cleanest rock on the cabled sections.,€€,800,1150,420,570,180,250,110,170,90,160,4,Demanding,Mayrhofen,Innsbruck (INN),INN,EUR,German,hut-to-hut|alpine|via-ferrata-cable|zillertal|glacier-views,47.2627,11.3945,gateway,0,1911,western-central,cartatripsv1/trips/at-hiking-berliner-hoehenweg.md
at-hiking-stubai-hoehenweg,The Stubai Höhenweg Hut Circuit,Austria,AT,Western & Central Europe,"Stubai Alps, Tyrol",Hiking & Alpine Trekking,6,7,July|August|September,The Peiljoch and Niederl saddles hold hard snow into early July; late September brings the first hut closures.,€€,850,1200,450,600,190,260,100,150,90,130,4,Demanding,Neustift im Stubaital,Innsbruck (INN),INN,EUR,German,hut-to-hut|alpine|glacier-views|alpenverein|fixed-ropes,47.2627,11.3945,gateway,0,2104,western-central,cartatripsv1/trips/at-hiking-stubai-hoehenweg.md
ba-hiking-sutjeska-via-dinarica,"Sutjeska and Zelengora: Maglić, Perućica and the Via Dinarica White Trail",Bosnia and Herzegovina,BA,Southern & Mediterranean Europe,"Sutjeska National Park, Zelengora & the upper Drina — Republika Srpska",Hiking & Alpine Trekking,6,7,June|September|October,"Mid-June–early October, with late June for the Zelengora wildflowers and September for stable rock on Maglić",€,550,900,180,320,120,220,180,290,70,120,4,Demanding,,"SJJ Sarajevo, 2 h 45 min to Tjentište via Foča; TGD Podgorica 2 h 30 min; TIV Tivat 3 h",SJJ,,,sutjeska|maglic|perucica|zelengora|via-dinarica|trnovacko-jezero|katun|bosnia,43.8486,18.3564,gateway,0,3644,southern-mediterranean,carta-dataset/trips/hiking-bosnia-sutjeska-via-dinarica.md
be-hiking-ardennes-gr57-ourthe,The GR57 Ourthe Valley Walking Week,Belgium,BE,Western & Central Europe,"Ardennes, Province of Luxembourg",Hiking & Alpine Trekking,6,7,May|June|September,Summer school holidays (July–August) bring the kayak and campsite crowds to the river villages; late spring and September keep the valley quiet.,€,620,880,300,420,170,240,70,100,80,120,2,Moderate,La Roche-en-Ardenne,Brussels (BRU),BRU,EUR,French,gr-trail|river-valley|ardennes|waymarked|forest,50.8505,4.3488,gateway,0,1939,western-central,cartatripsv1/trips/be-hiking-ardennes-gr57-ourthe.md
bg-hiking-pirin-hut-to-hut,Marble and Granite: A Pirin Hut-to-Hut Week from Bansko,Bulgaria,BG,Eastern & Southeastern Europe,Pirin National Park (Северен и Централен Пирин),Hiking & Alpine Trekking,6,7,July|August|September,"the second half of September — snow gone from Koncheto, huts half-empty, storm frequency dropping",€,255,600,70,120,140,210,45,90,0,180,4,Demanding,Bansko|Dobrinishte|Razlog,"Sofia (SOF) airport, then a direct bus to Bansko from Sofia Central Bus Station (2 h 45–3 h 15) or the narrow-gauge Septemvri–Dobrinishte railway, the slowest and best-looking train in the Balkans. Plovdiv (PDV) is a 3 h 30 alternative.",SOF,Euro (EUR) — sole legal tender since 1 February 2026; mandatory dual BGN display ended 8 August 2026,Bulgarian,hut-to-hut|alpine-trekking|pirin|vihren|koncheto|unesco|bts-huts|high-altitude,42.6975,23.3241,gateway,8,2400,eastern-southeastern,cartaeasterneuropetrips/trips/bulgaria-pirin-hut-to-hut-hiking.md
ch-hiking-berner-oberland-huts,Berner Oberland Hut Chain — Kandersteg to Grindelwald,Switzerland,CH,Western & Central Europe,"Bernese Alps, Berner Oberland",Hiking & Alpine Trekking,6,7,July|August|September,The Hohtürli approach and Sefinenfurgge can hold hard snow into July; the cable-secured Chindbetti step near Hohtürli is safest dry.,€€€,900,1240,500,680,180,230,130,190,90,140,4,Demanding,Kandersteg,Zürich (ZRH),ZRH,CHF,German,via-alpina|hut-to-hut|sac-hut|glacier-views|hohtuerli,47.3667,8.55,gateway,0,1610,western-central,cartatripsv1/trips/ch-hiking-berner-oberland-huts.md
ch-hiking-walkers-haute-route-valais,Walker's Haute Route Finale — Val d'Hérens to Zermatt,Switzerland,CH,Western & Central Europe,"Valais Alps, Val d'Hérens to Mattertal",Hiking & Alpine Trekking,6,7,July|August|September,"The Forcletta and Augstbordpass cols hold snow into early July in a heavy winter; the Europaweg's suspension bridge is closed in high wind, so build a spare day near the end.",€€€,930,1290,520,700,180,240,140,210,90,140,5,Expert,Arolla,Geneva (GVA),GVA,CHF,French|German,hut-to-hut|haute-route|sac-huts|high-pass|europaweg,46.2022,6.1457,gateway,0,1708,western-central,cartatripsv1/trips/ch-hiking-walkers-haute-route-valais.md
cz-hiking-bohemian-switzerland,Bohemian Switzerland — A Sandstone Walking Week,Czechia,CZ,Western & Central Europe,"České Švýcarsko, Ústí nad Labem Region",Hiking & Alpine Trekking,6,7,May|June|September,"July–August bring crowds and timed-entry queues at Pravčická brána; the gorge boats stop running in poor water levels, usually checked daily in high summer.",€,600,850,280,400,160,220,70,100,90,130,2,Moderate,Hřensko,Prague (PRG),PRG,EUR,Czech,sandstone|national-park|ket-marking|gorges|cross-border,50.088,14.4208,gateway,0,1983,western-central,cartatripsv1/trips/cz-hiking-bohemian-switzerland.md
de-hiking-allgaeu-heilbronner-weg,The Heilbronner Weg Hut Chain — Allgäu High Route,Germany,DE,Western & Central Europe,"Allgäu Alps, Bavaria",Hiking & Alpine Trekking,6,7,July|August|September,Snow can sit in the Bockkarscharte and on the shaded ledges of the Heilbronner Weg into early July; the traverse is safest from mid-July.,€€,770,1110,440,620,150,210,110,170,70,110,4,Demanding,Oberstdorf,Memmingen (FMM),FMM,EUR,German,hut-to-hut|via-ferrata|dav-huts|allgaeu|exposed-ridge,47.9837,10.1853,gateway,0,1723,western-central,cartatripsv1/trips/de-hiking-allgaeu-heilbronner-weg.md
es-hiking-ordesa-pyrenees-gr11,"Ordesa y Monte Perdido: Góriz, the Fajas and the GR-11",Spain,ES,Southern & Mediterranean Europe,"Aragonese Pyrenees — Ordesa y Monte Perdido National Park, Sobrarbe",Hiking & Alpine Trekking,6,7,July|September,"Mid-July–late September, with early September the best combination of clear rock and thin crowds",€€,900,1400,330,520,200,320,220,380,150,180,4,Demanding,,"ZAZ Zaragoza, 3 h 15 min to Torla; TLS Toulouse 3 h 30 min via the Bielsa tunnel; BCN Barcelona 4 h 15 min",ZAZ,,,ordesa|monte-perdido|goriz|gr11|anisclo|pineta|faja-de-las-flores|pyrenees,41.6561,-0.8773,gateway,0,3483,southern-mediterranean,carta-dataset/trips/hiking-spain-ordesa-pyrenees-gr11.md
fi-hiking-hetta-pallas-wilderness-traverse,Hetta–Pallas Wilderness Traverse,Finland,FI,Northern Europe & Baltics,"Pallas–Yllästunturi National Park, Finnish Lapland",Hiking & Alpine Trekking,6,7,June|July|August|September,"Mid-June to early October. Late June–July for midnight sun and mosquitoes; **early to mid-September for ruska**, the Lapland autumn colour, which is the single best week of the year here",€,600,950,12,20,20,35,150,250,20,60,3,Active,Hetta (Enontekiö)|Pallastunturi|Muonio,,,EUR,Finnish|Northern Sámi|English,,68.386,23.63,source,0,1545,northern-baltics,carta_northern_europe_baltics_trips.md#trip-18
fr-hiking-gr54-ecrins,The GR54 — Refuges of the Écrins Amphitheatre,France,FR,Western & Central Europe,"Massif des Écrins, Oisans, Hautes-Alpes / Isère",Hiking & Alpine Trekking,6,7,July|August|September,"The Col d'Arsine holds snow into early July; this itinerary covers the Vénéon and Villar-d'Arêne sections of the full GR54 Tour de l'Oisans, which takes 9–11 days end to end.",€€,780,1100,400,550,180,250,90,140,110,160,4,Demanding,Bourg-d'Oisans,Grenoble (GNB) or Lyon (LYS),GNB,EUR,French,gr-trail|refuges|ecrins|la-meije|high-cols,45.1787,5.7148,gateway,0,1990,western-central,cartatripsv1/trips/fr-hiking-gr54-ecrins.md
gr-hiking-mount-olympus-refuges,"Mount Olympus Refuges: Petrostrouga, the Muses Plateau and Mytikas",Greece,GR,Southern & Mediterranean Europe,"Central Macedonia & Thessaly — Olympus National Park, Pieria",Hiking & Alpine Trekking,6,7,June|September|October,"Mid-June–early October, with mid-September the best mix of stable rock and empty refuges",€,650,1050,220,380,190,300,140,250,100,120,4,Demanding,,"SKG Thessaloniki Makedonia, 1 h 10 min to Litochoro; ATH Athens 4 h 30 min by car or 4 h by train to Litochoro station",SKG,,,olympus|mytikas|kaki-skala|refuges|enipeas-gorge|muses-plateau|e4|greece,37.9838,23.7278,country,0,3448,southern-mediterranean,carta-dataset/trips/hiking-greece-mount-olympus-refuges.md
it-hiking-alta-via-1-dolomites,Alta Via 1 in Seven Days: Braies to the Civetta Wall,Italy,IT,Southern & Mediterranean Europe,"Dolomiti Bellunesi & Ampezzane — Fanes-Sennes-Braies, Lagazuoi, Civetta",Hiking & Alpine Trekking,6,7,June|July|August|September,"Late June–mid-September, with 10 July–10 September the fully staffed window",€€,1150,1700,520,720,150,260,200,360,280,360,4,Demanding,,"VCE Venice Marco Polo, 2 h 40 min to Lago di Braies via Dobbiaco; INN Innsbruck 2 h; TSF Treviso 2 h 45 min",VCE,,,alta-via-1|dolomites|rifugio|hut-to-hut|lagazuoi|civetta|via-ferrata|cai,41.8919,12.5113,country,0,3297,southern-mediterranean,carta-dataset/trips/hiking-italy-alta-via-1-dolomites.md
li-hiking-panorama,"Liechtenstein Panorama — Malbun, Fürstensteig and the Rätikon Rim",Liechtenstein,LI,Western & Central Europe,"Rätikon Alps, Liechtenstein and Vorarlberg",Hiking & Alpine Trekking,6,7,June|July|August|September,"The Naafkopf ridge and Pfälzerhütte approach can hold snow into June; the Fürstensteig is best walked dry, after a settled spell.",€€,770,1120,420,580,200,280,90,150,60,110,3,Active,Malbun,Zürich (ZRH),ZRH,CHF,German,via-ferrata|cross-border|small-country|ridge-walk|dav-hut,47.1415,9.5215,country,0,1681,western-central,cartatripsv1/trips/li-hiking-liechtenstein-panorama.md
lu-hiking-escapardenne-eislek,The Escapardenne Eisleck Trail — Kautenbach to La Roche,Luxembourg,LU,Western & Central Europe,"Éislek plateau, northern Luxembourg and Belgian Ardennes",Hiking & Alpine Trekking,6,7,May|June|September|October,The Éislek's schist plateau holds water after rain; late spring and early autumn give firmer paths and cooler walking than midsummer.,€€,650,930,380,520,180,240,40,80,50,90,2,Active,Kautenbach,Luxembourg (LUX),LUX,EUR,Luxembourgish|French|German,long-distance-trail|cross-border|free-transit|forest-plateau|gr-network,49.6098,6.1327,gateway,0,1690,western-central,cartatripsv1/trips/lu-hiking-escapardenne-eislek.md
no-hiking-jotunheimen-hut-to-hut-besseggen-fannaraken,Jotunheimen Hut-to-Hut: Besseggen to Fannaråken,Norway,NO,Northern Europe & Baltics,"Jotunheimen National Park, Innlandet & Vestland",Hiking & Alpine Trekking,6,7,July|August|September,"The staffed hut season runs roughly late June to mid-September, and that is the window. Early July still has snow on the high traverses; late August and the first week of September give the most stable conditions",€€€,1300,1900,45,80,55,85,180,280,120,180,4,Demanding,Gjendesheim|Spiterstulen|Turtagrø,,,NOK (Norwegian krone),Norwegian|English,,61.49,8.31,source,0,1628,northern-baltics,carta_northern_europe_baltics_trips.md#trip-16
pl-hiking-tatras-hut-to-hut,Orla Perć and the Five Lakes: A Polish Tatra Hut Week from Zakopane,Poland,PL,Eastern & Southeastern Europe,"Tatry Wysokie & Tatry Zachodnie, Tatrzański Park Narodowy",Hiking & Alpine Trekking,6,7,July|August|September,"the first three weeks of September — Orla Perć dry and empty, hut floors free, Morskie Oko without the queue",€,375,660,150,290,160,240,45,85,20,45,4,Demanding,Zakopane|Kuźnice|Palenica Białczańska|Siwa Polana,"Kraków Balice (KRK), then 2 h by FlixBus/Szwagropol to Zakopane, or the PKP IC ""Tatry"" train 3 h 30.",KRK,Polish złoty (PLN),Polish,hut-to-hut|alpine-trekking|orla-perc|via-ferrata|tatras|rysy|tpn,49.299,19.9489,city,2,2480,eastern-southeastern,cartaeasterneuropetrips/trips/poland-tatras-hut-to-hut-hiking.md
ro-hiking-fagaras-ridge,"The Red Stripe: Seven Days on the Făgăraș Ridge, Suru to Sâmbăta",Romania,RO,Eastern & Southeastern Europe,"Munții Făgăraș, Southern Carpathians (Sibiu, Argeș and Brașov counties)",Hiking & Alpine Trekking,6,7,July|August|September,"the last week of August and the first three weeks of September — snow gone from the couloirs, storms less frequent, springs still running",€,380,740,120,280,130,200,90,170,40,90,5,Expert,Sibiu|Turnu Roșu|Bâlea Lac|Sâmbăta de Sus|Victoria,"Sibiu (SBZ) or Bucharest (OTP, 4 h by train to Sibiu/Brașov). Local train or taxi Sibiu → Turnu Roșu, 30 km. Exit by taxi from Mănăstirea Brâncoveanu to Făgăraș or Victoria, then rail to Brașov.",SBZ,Romanian leu (RON),Romanian,alpine-trekking|carpathians|fagaras|moldoveanu|negoiu|bears|ridge-traverse,45.8,24.15,city,6,2684,eastern-southeastern,cartaeasterneuropetrips/trips/romania-fagaras-ridge-hiking.md
se-hiking-kungsleden-north-abisko-nikkaluokta,Kungsleden North: Abisko to Nikkaluokta,Sweden,SE,Northern Europe & Baltics,"Lapland, Norrbotten — Abisko and Kebnekaise massif",Hiking & Alpine Trekking,6,7,July|August|September,"Late June to mid-September, matching the STF staffed-hut season and the boat services. July has mosquitoes and midnight sun; the first half of September has autumn colour, no insects and the first frosts",€€,1100,1600,45,70,35,60,200,320,150,250,4,Demanding,Abisko|Nikkaluokta|Kiruna,,,SEK (Swedish krona),Swedish|English|Sámi languages,,68.35,18.78,source,0,1559,northern-baltics,carta_northern_europe_baltics_trips.md#trip-17
si-hiking-triglav-hut-to-hut,"Triglav Hut-to-Hut: Vrata, Kredarica and the Seven Lakes",Slovenia,SI,Southern & Mediterranean Europe,"Julian Alps & Triglav National Park — Vrata, Kredarica, Triglavska jezera, Bohinj",Hiking & Alpine Trekking,6,7,June|July|September,"Mid-July–mid-September, with the huts fully staffed roughly 20 June–30 September",€€,850,1300,330,520,220,330,130,250,170,200,5,Expert,,"LJU Ljubljana Jože Pučnik, 55 min to Mojstrana; KLU Klagenfurt 1 h 40 min; TRS Trieste 2 h",LJU,,,triglav|julian-alps|via-ferrata|pzs|kredarica|seven-lakes|hut-to-hut|bohinj,46.0511,14.5051,country,0,3382,southern-mediterranean,carta-dataset/trips/hiking-slovenia-triglav-hut-to-hut.md
sk-hiking-high-tatras-hut-to-hut,Chains and Chata Beds: A High Tatras Hut-to-Hut Week from Starý Smokovec,Slovakia,SK,Eastern & Southeastern Europe,"Vysoké Tatry (High Tatras), TANAP",Hiking & Alpine Trekking,6,7,July|August|September,"the first three weeks of September — high routes still open, huts quieter, stable anticyclonic weather",€€,500,1040,230,380,210,300,60,110,0,250,4,Demanding,Starý Smokovec|Tatranská Lomnica|Tatranská Polianka|Štrbské Pleso,"Poprad-Tatry (TAT) airport, 15 min to Poprad station; Košice (KSC) 1 h 40. Then the **TEŽ** electric railway to Starý Smokovec (35 min).",TAT,Euro (EUR),Slovak,hut-to-hut|alpine-trekking|chains|tatras|rysy|tanap|high-altitude,48.1482,17.1067,country,7,2094,eastern-southeastern,cartaeasterneuropetrips/trips/slovakia-high-tatras-hut-to-hut-hiking.md
xk-hiking-peaks-of-the-balkans,"Peaks of the Balkans: Rugova, Doberdol and the Three-Border Passes",Kosovo,XK,Southern & Mediterranean Europe,"Prokletije / Accursed Mountains — Rugova, Valbona, Theth & Plav",Hiking & Alpine Trekking,6,7,June|July|September,"Mid-June–late September, with the sweet spot 10 July–10 September",€€,900,1500,300,450,90,160,260,480,250,410,4,Demanding,,"PRN Pristina Adem Jashari, 1 h 40 min drive to Peja/Peć; TIA Tirana 3 h 30 min to Valbona via the Koman ferry or the Kukës motorway",PRN,,,peaks-of-the-balkans|prokletije|hut-to-hut|border-permits|rugova|theth-valbona|katun|kosovo,42.6727,21.1669,country,0,3320,southern-mediterranean,carta-dataset/trips/hiking-kosovo-peaks-of-the-balkans.md
at-culinary-wachau-gruner-veltliner,Grüner Veltliner and the Wachau Terraces,Austria,AT,Western & Central Europe,"Wachau, Lower Austria",Culinary & Wine Tours,7,7,May|June|September|October,September and early October bring the Marillenernte's tail end and the first Sturm; May is blossom season on the terraces.,€€,1250,1750,500,700,350,470,150,220,250,360,1,Easy,Krems an der Donau and Dürnstein,Vienna (VIE),VIE,EUR,German,wine|dac-appellation|heuriger|apricot|unesco-landscape,48.2085,16.3721,gateway,0,1994,western-central,cartatripsv1/trips/at-culinary-wachau-gruner-veltliner.md
be-culinary-lambic-trappist,"Lambic, Geuze and the Trappist Table",Belgium,BE,Western & Central Europe,"Pajottenland, Zenne Valley and Brussels",Culinary & Wine Tours,7,7,April|May|September|October,"Even-numbered years bring the biennial Toer de Geuze open-cellar weekend, usually the first weekend of May — build the trip around it if the calendar allows.",€€,1100,1550,480,660,300,410,130,190,190,290,1,Easy,Brussels and Beersel,Brussels (BRU),BRU,EUR,Dutch|French,beer|spontaneous-fermentation|trappist|geuze|brussels,50.8505,4.3488,city,0,1852,western-central,cartatripsv1/trips/be-culinary-lambic-trappist.md
bg-culinary-thracian-valley-melnik,Mavrud and the Broad-Leaved Vine: Thrace to Melnik in Harvest Week,Bulgaria,BG,Eastern & Southeastern Europe,Thracian Lowlands PGI and the Struma Valley PGI,Culinary & Wine Tours,7,7,September|October,"mid-September to mid-October — *grozdober*, the harvest, when the crush pads are running and the estates are at their most open",€,940,1580,315,560,175,280,330,520,120,220,1,Easy,Plovdiv|Melnik|Sandanski,"Plovdiv (PDV) has limited flights; Sofia (SOF) is the practical arrival, 145 km and 1 h 45 from Plovdiv on the Trakia motorway, or 2 h by fast train. Melnik is 180 km south of Sofia on the E79 Struma motorway, 2 h 15.",PDV,Euro (EUR) — sole legal tender since 1 February 2026; mandatory dual BGN display ended 8 August 2026,Bulgarian,wine|mavrud|melnik|thracian-lowlands|struma-valley|harvest|plovdiv|rakia,42.1539,24.75,city,8,2307,eastern-southeastern,cartaeasterneuropetrips/trips/bulgaria-thracian-valley-melnik-wine.md
ch-culinary-valais-fendant-raclette,"Fendant, Raclette and the Valais Vineyard Trail",Switzerland,CH,Western & Central Europe,"Valais, between Sion and Sierre",Culinary & Wine Tours,7,7,May|June|September|October,September and October bring the vendanges and full raclette season; May and June give clear bisses paths and the same growers pouring the previous vintage.,€€€,1500,2050,650,850,380,500,180,260,290,440,1,Easy,Sion and Sierre,Geneva (GVA),GVA,CHF,French|German,fendant|raclette-aop|viande-sechee|chemin-du-vignoble|bisses,46.2274,7.3556,city,0,1803,western-central,cartatripsv1/trips/ch-culinary-valais-fendant-raclette.md
cz-culinary-moravia-and-beer,Moravian Cellars and Bohemian Lager,Czechia,CZ,Western & Central Europe,"South Moravia, Plzeň Region and Prague",Culinary & Wine Tours,7,7,May|June|September|October,September through mid-October is harvest (vinobraní) season in Moravia; cellars are busiest and most alive but book further ahead.,€€,980,1400,380,540,280,380,150,230,170,250,1,Easy,Mikulov and Prague,Prague (PRG),PRG,CZK,Czech,wine|beer|sklepy|voc-appellation|pilsner,50.088,14.4208,city,0,1936,western-central,cartatripsv1/trips/cz-culinary-moravia-wine-and-beer.md
de-culinary-baden-black-forest,Baden Wine and the Black Forest Table,Germany,DE,Western & Central Europe,"Kaiserstuhl and Ortenau, Baden-Württemberg",Culinary & Wine Tours,7,7,April|May|September|October,Early April brings almond blossom to the Kaiserstuhl; late September and October bring harvest and the first Straußwirtschaften of the year.,€€,1100,1500,500,650,280,370,130,200,190,280,1,Easy,Freiburg im Breisgau,EuroAirport Basel-Mulhouse-Freiburg (EAP),EAP,EUR,German,spatburgunder|kaiserstuhl|winzergenossenschaft|black-forest-kitchen|freiburg-market,47.9959,7.8522,city,0,1655,western-central,cartatripsv1/trips/de-culinary-baden-black-forest.md
de-culinary-mosel-riesling,Riesling on the Mosel Slate,Germany,DE,Western & Central Europe,"Mittelmosel, Rhineland-Palatinate",Culinary & Wine Tours,7,7,May|June|September|October,Late September and October bring the Weinfeste and full cellars; May and June give quiet tasting rooms and the same growers pouring last year's vintage.,€€,1050,1450,480,620,270,360,140,220,160,250,1,Easy,Bernkastel-Kues and Traben-Trarbach,Frankfurt-Hahn (HHN),HHN,EUR,German,riesling|steep-slate|vdp-grosse-lage|pradikat|walk-in-and-email,52.5244,13.4105,country,0,1886,western-central,cartatripsv1/trips/de-culinary-mosel-riesling.md
es-culinary-jerez-sherry-cadiz,"The Sherry Triangle: Solera, Tabanco & the Bajo de Guía",Spain,ES,Southern & Mediterranean Europe,"Marco de Jerez — Jerez de la Frontera, El Puerto de Santa María, Sanlúcar de Barrameda & Cádiz",Culinary & Wine Tours,7,7,February|March|April|May|June|September|October|November,Late February–early June & late September–early November,€€,1450,2300,560,910,420,680,190,330,280,380,1,Easy,,"XRY Jerez, 15 min taxi to Jerez centre; SVQ Seville 1 h 15 min by car, 1 h 10 m by train",XRY,,,sherry|solera|manzanilla|tabanco|palo-cortado|cadiz|almacenista|venencia,36.6865,-6.1361,city,0,2574,southern-mediterranean,carta-dataset/trips/culinary-spain-jerez-sherry-cadiz.md
fr-culinary-burgundy-cote-dor,"The Côte d'Or, Climat by Climat",France,FR,Western & Central Europe,"Côte de Nuits and Côte de Beaune, Burgundy",Culinary & Wine Tours,7,7,May|June|September|October,Late September to mid-October overlaps harvest (vendange); domaines are busiest and some close tasting rooms for a week at a time.,€€€,1550,2150,650,880,400,540,150,220,350,510,1,Easy,Beaune,Lyon-Saint-Exupéry (LYS),LYS,EUR,French,wine|climats|grand-cru|unesco|market-day,47.0241,4.8389,city,0,1992,western-central,cartatripsv1/trips/fr-culinary-burgundy-cote-dor.md
fr-culinary-champagne-reims-epernay,"Champagne, Chalk to Cork",France,FR,Western & Central Europe,"Reims, Épernay, Côte des Blancs and Côte des Bar",Culinary & Wine Tours,7,7,May|June|September|October,"Late September into October is harvest (vendange) — the region is at its most alive, but book grande marque cellar tours further ahead.",€€€,1500,2100,620,850,380,520,160,230,340,500,1,Easy,Reims and Épernay,Paris Charles de Gaulle (CDG),CDG,EUR,French,champagne|crayeres|grower-champagne|unesco|market-day,49.2653,4.0285,city,0,1992,western-central,cartatripsv1/trips/fr-culinary-champagne-reims-epernay.md
